OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
203,Central Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,214,,Preliminary,36161902.3125,33483.0388867772
204,Central Northeast,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,36,,Final,36161902.3125,33483.0388867772
205,Central Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,6.78119349,,Final,36161902.3125,33483.0388867772
206,Central Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,75,,Final,36161902.3125,33483.0388867772
207,Central Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,201,,Final,36161902.3125,33483.0388867772
208,Central Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.34049871,,Final,36161902.3125,33483.0388867772
209,Central Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,188,,Final,36161902.3125,33483.0388867772
210,Central Northeast,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,29.66958867,,Final,36161902.3125,33483.0388867772
211,Central Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,134,,Final,36161902.3125,33483.0388867772
212,Central Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,count_births,1124,,Final,36161902.3125,33483.0388867772
213,Central Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.42323379,,Final,36161902.3125,33483.0388867772
214,Central Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,196,,Final,36161902.3125,33483.0388867772
215,Central Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,1163,,Final,36161902.3125,33483.0388867772
216,Central Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,168,,Final,36161902.3125,33483.0388867772
217,Central Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.49525453,,Final,36161902.3125,33483.0388867772
218,Central Northeast,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,55,,Final,36161902.3125,33483.0388867772
219,Central Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.45839389,,Final,36161902.3125,33483.0388867772
220,Central Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,1063,,Final,36161902.3125,33483.0388867772
221,Central Northeast,2015,Planning district,Female,All races/ethnicities,15-19,count_teen_births,35,,Final,36161902.3125,33483.0388867772
222,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.77354151,,Final,36161902.3125,33483.0388867772
223,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,146,,Final,36161902.3125,33483.0388867772
224,Central Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.36128076,,Final,36161902.3125,33483.0388867772
225,Central Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,count_births,1060,,Final,36161902.3125,33483.0388867772
226,Central Northeast,2014,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,31.69251517,,Final,36161902.3125,33483.0388867772
227,Central Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,92,,Final,36161902.3125,33483.0388867772
228,Central Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,84,,Final,36161902.3125,33483.0388867772
229,Central Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,18.49056604,,Final,36161902.3125,33483.0388867772
230,Central Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.9245283,,Final,36161902.3125,33483.0388867772
231,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.90538033,,Final,36161902.3125,33483.0388867772
232,Central Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,97,,Preliminary,36161902.3125,33483.0388867772
233,Central Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,79,,Final,36161902.3125,33483.0388867772
234,Central Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.81622088,,Final,36161902.3125,33483.0388867772
235,Central Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,17.28288908,,Final,36161902.3125,33483.0388867772
236,Central Northeast,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,44,,Final,36161902.3125,33483.0388867772
237,Central Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.16134599,,Final,36161902.3125,33483.0388867772
238,Central Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,83,,Final,36161902.3125,33483.0388867772
239,Central Northeast,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,39,,Final,36161902.3125,33483.0388867772
240,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.54359926,,Final,36161902.3125,33483.0388867772
241,Central Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,99,,Final,36161902.3125,33483.0388867772
242,Central Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.81834215,,Final,36161902.3125,33483.0388867772
243,Central Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,107,,Final,36161902.3125,33483.0388867772
244,Central Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.13129584,,Final,36161902.3125,33483.0388867772
245,Central Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,1106,,Final,36161902.3125,33483.0388867772
246,Central Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.66389658,,Final,36161902.3125,33483.0388867772
247,Central Northeast,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,20.90357384,,Final,36161902.3125,33483.0388867772
248,Central Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.4356261,,Final,36161902.3125,33483.0388867772
249,Central Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,111,,Final,36161902.3125,33483.0388867772
250,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.42115028,,Final,36161902.3125,33483.0388867772
251,Central Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,83,,Final,36161902.3125,33483.0388867772
252,Central Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.98366606,,Final,36161902.3125,33483.0388867772
253,Central Northeast,2014,Planning district,Female,All races/ethnicities,15-19,count_teen_births,47,,Final,36161902.3125,33483.0388867772
254,Central Northeast,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,23.60080917,,Final,36161902.3125,33483.0388867772
255,Central Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.85790409,,Final,36161902.3125,33483.0388867772
256,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,80,,Final,36161902.3125,33483.0388867772
257,Central Northeast,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,26.2980445,,Final,36161902.3125,33483.0388867772
258,Central Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,96,,Final,36161902.3125,33483.0388867772
259,Central Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.49492151,,Final,36161902.3125,33483.0388867772
260,Central Northeast,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,31,,Final,36161902.3125,33483.0388867772
261,Lower Far Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,7.98122066,,Final,48752522.9375,36958.0713330809
262,Lower Far Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,51,,Final,48752522.9375,36958.0713330809
263,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,6.9005848,,Final,48752522.9375,36958.0713330809
264,Lower Far Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,832,,Final,48752522.9375,36958.0713330809
265,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,80,,Final,48752522.9375,36958.0713330809
266,Lower Far Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,8.32383124,,Final,48752522.9375,36958.0713330809
267,Lower Far Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.82826272,,Final,48752522.9375,36958.0713330809
268,Lower Far Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,68,,Final,48752522.9375,36958.0713330809
269,Lower Far Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,73,,Final,48752522.9375,36958.0713330809
270,Lower Far Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.11259596,,Final,48752522.9375,36958.0713330809
271,Lower Far Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,60,,Final,48752522.9375,36958.0713330809
272,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,59,,Final,48752522.9375,36958.0713330809
273,Lower Far Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,852,,Final,48752522.9375,36958.0713330809
274,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.66666667,,Final,48752522.9375,36958.0713330809
275,Lower Far Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,877,,Final,48752522.9375,36958.0713330809
276,Lower Far Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,6.12980769,,Final,48752522.9375,36958.0713330809
277,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,57,,Final,48752522.9375,36958.0713330809
278,Lower Far Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.31162923,,Final,48752522.9375,36958.0713330809
279,Lower Far Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,81,,Final,48752522.9375,36958.0713330809
280,Lower Far Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.92840647,,Final,48752522.9375,36958.0713330809
281,Lower Far Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.46801251,,Final,48752522.9375,36958.0713330809
282,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.15524595,,Final,48752522.9375,36958.0713330809
283,Lower Far Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,69,,Final,48752522.9375,36958.0713330809
284,Lower Far Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.19477435,,Final,48752522.9375,36958.0713330809
285,Lower Far Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,92,,Final,48752522.9375,36958.0713330809
286,Lower Far Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.9263658,,Final,48752522.9375,36958.0713330809
287,Lower Far Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,8.00889878,,Preliminary,48752522.9375,36958.0713330809
288,Lower Far Northeast,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,28,,Final,48752522.9375,36958.0713330809
289,Lower Far Northeast,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,22.65372168,,Final,48752522.9375,36958.0713330809
290,Lower Far Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,109,,Preliminary,48752522.9375,36958.0713330809
291,Lower Far Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.35672515,,Final,48752522.9375,36958.0713330809
